Time(s)   w(m/s)         T(K)        p(Pa)       z(m)          RH(%)       Nd(#/kg)       qv(g/kg)     total_mass
2659.00     0.00       277.57     80425.32    1801.00         100.00      3385676.9146       0.006504     0.00308743
2660.00     0.00       277.57     80425.32    1801.00         100.00      3379404.6827       0.006504     0.00308743
2661.00     0.00       277.57     80425.32    1801.00         100.00      3373175.0804       0.006504     0.00308743
2662.00     0.00       277.57     80425.32    1801.00         100.00      3366987.7773       0.006504     0.00308743
2663.00     0.00       277.57     80425.32    1801.00         100.00      3360842.4507       0.006504     0.00308743
2664.00     0.00       277.57     80425.32    1801.00         100.00      3354738.7776       0.006504     0.00308743
2665.00     0.00       277.57     80425.32    1801.00         100.00      3348676.4352       0.006504     0.00308743
2666.00     0.00       277.57     80425.32    1801.00         100.00      3342655.0884       0.006504     0.00308743
2667.00     0.00       277.57     80425.32    1801.00         100.00      3336674.4157       0.006504     0.00308743
2668.00     0.00       277.57     80425.32    1801.00         100.00      3330734.1317       0.006504     0.00308743
2669.00     0.00       277.57     80425.32    1801.00         100.00      3324833.8929       0.006504     0.00308743
2670.00     0.00       277.57     80425.32    1801.00         100.00      3318973.3597       0.006504     0.00308743
2671.00     0.00       277.57     80425.32    1801.00         100.00      3313152.1998       0.006504     0.00308743
2672.00     0.00       277.57     80425.32    1801.00         100.00      3307370.0892       0.006504     0.00308743
2673.00     0.00       277.57     80425.32    1801.00         100.00      3301626.7090       0.006504     0.00308743
2674.00     0.00       277.57     80425.32    1801.00         100.00      3295921.7489       0.006504     0.00308743
2675.00     0.00       277.57     80425.32    1801.00         100.00      3290254.9046       0.006504     0.00308743
2676.00     0.00       277.57     80425.32    1801.00         100.00      3284625.8823       0.006504     0.00308743
2677.00     0.00       277.57     80425.32    1801.00         100.00      3279034.3685       0.006504     0.00308743
2678.00     0.00       277.57     80425.32    1801.00         100.00      3273480.1079       0.006504     0.00308743
2679.00     0.00       277.57     80425.32    1801.00         100.00      3267962.8259       0.006504     0.00308743
2680.00     0.00       277.57     80425.32    1801.00         100.00      3262482.2076       0.006504     0.00308743
2681.00     0.00       277.57     80425.32    1801.00         100.00      3257037.9692       0.006504     0.00308743
2682.00     0.00       277.57     80425.32    1801.00         100.00      3251629.8315       0.006504     0.00308743
2683.00     0.00       277.57     80425.32    1801.00         100.00      3246257.4922       0.006504     0.00308743
2684.00     0.00       277.57     80425.32    1801.00         100.00      3240920.6768       0.006504     0.00308743
2685.00     0.00       277.57     80425.32    1801.00         100.00      3235619.0838       0.006504     0.00308743
2686.00     0.00       277.57     80425.32    1801.00         100.00      3230352.4170       0.006504     0.00308743
2687.00     0.00       277.57     80425.32    1801.00         100.00      3225120.3992       0.006504     0.00308743
2688.00     0.00       277.57     80425.32    1801.00         100.00      3219922.7686       0.006504     0.00308743
2689.00     0.00       277.57     80425.32    1801.00         100.00      3214759.2390       0.006504     0.00308743
2690.00     0.00       277.57     80425.32    1801.00         100.00      3209629.5316       0.006504     0.00308743
2691.00     0.00       277.57     80425.32    1801.00         100.00      3204533.3838       0.006504     0.00308743
2692.00     0.00       277.57     80425.32    1801.00         100.00      3199470.5325       0.006504     0.00308743
2693.00     0.00       277.57     80425.32    1801.00         100.00      3194440.7038       0.006504     0.00308743
2694.00     0.00       277.57     80425.32    1801.00         100.00      3189443.6237       0.006504     0.00308743
2695.00     0.00       277.57     80425.32    1801.00         100.00      3184479.0776       0.006504     0.00308743
2696.00     0.00       277.57     80425.32    1801.00         100.00      3179546.8252       0.006504     0.00308743
2697.00     0.00       277.57     80425.32    1801.00         100.00      3174646.6195       0.006504     0.00308743
2698.00     0.00       277.57     80425.32    1801.00         100.00      3169778.2004       0.006504     0.00308743
2699.00     0.00       277.57     80425.32    1801.00         100.00      3164941.3302       0.006504     0.00308743
2700.00     0.00       277.57     80425.32    1801.00         100.00      3160135.7587       0.006504     0.00308743
2701.00     0.00       277.57     80425.32    1801.00         100.00      3155361.2271       0.006504     0.00308743
2702.00     0.00       277.57     80425.32    1801.00         100.00      3150617.4999       0.006504     0.00308743
2703.00     0.00       277.57     80425.32    1801.00         100.00      3145904.3427       0.006504     0.00308743
2704.00     0.00       277.57     80425.32    1801.00         100.00      3141221.5087       0.006504     0.00308743
2705.00     0.00       277.57     80425.32    1801.00         100.00      3136568.7460       0.006504     0.00308743
2706.00     0.00       277.57     80425.32    1801.00         100.00      3131945.8052       0.006504     0.00308743
2707.00     0.00       277.57     80425.32    1801.00         100.00      3127352.4398       0.006504     0.00308743
2708.00     0.00       277.57     80425.32    1801.00         100.00      3122788.4082       0.006504     0.00308743
2709.00     0.00       277.57     80425.32    1801.00         100.00      3118253.4984       0.006504     0.00308743
2710.00     0.00       277.57     80425.32    1801.00         100.00      3113747.4879       0.006504     0.00308743
2711.00     0.00       277.57     80425.32    1801.00         100.00      3109270.1645       0.006504     0.00308743
2712.00     0.00       277.57     80425.32    1801.00         100.00      3104821.3347       0.006504     0.00308743
2713.00     0.00       277.57     80425.32    1801.00         100.00      3100400.7808       0.006504     0.00308743
2714.00     0.00       277.57     80425.32    1801.00         100.00      3096008.2889       0.006504     0.00308743
2715.00     0.00       277.57     80425.32    1801.00         100.00      3091643.6306       0.006504     0.00308743
2716.00     0.00       277.57     80425.32    1801.00         100.00      3087306.5970       0.006504     0.00308743
2717.00     0.00       277.57     80425.32    1801.00         100.00      3082996.9613       0.006504     0.00308743
2718.00     0.00       277.57     80425.32    1801.00         100.00      3078714.5049       0.006504     0.00308743
2719.00     0.00       277.57     80425.32    1801.00         100.00      3074459.0163       0.006504     0.00308743
2720.00     0.00       277.57     80425.32    1801.00         100.00      3070230.2945       0.006504     0.00308743
2721.00     0.00       277.57     80425.32    1801.00         100.00      3066028.1369       0.006504     0.00308743
2722.00     0.00       277.57     80425.32    1801.00         100.00      3061852.3479       0.006504     0.00308743
2723.00     0.00       277.57     80425.32    1801.00         100.00      3057702.7391       0.006504     0.00308743
2724.00     0.00       277.57     80425.32    1801.00         100.00      3053579.1134       0.006504     0.00308743
2725.00     0.00       277.57     80425.32    1801.00         100.00      3049481.2598       0.006504     0.00308743
2726.00     0.00       277.57     80425.32    1801.00         100.00      3045408.9751       0.006504     0.00308743
2727.00     0.00       277.57     80425.32    1801.00         100.00      3041362.0580       0.006504     0.00308743
2728.00     0.00       277.57     80425.32    1801.00         100.00      3037340.3492       0.006504     0.00308743
2729.00     0.00       277.57     80425.32    1801.00         100.00      3033343.6616       0.006504     0.00308743
2730.00     0.00       277.57     80425.32    1801.00         100.00      3029371.8026       0.006504     0.00308743
2731.00     0.00       277.57     80425.32    1801.00         100.00      3025424.5878       0.006504     0.00308743
2732.00     0.00       277.57     80425.32    1801.00         100.00      3021501.8438       0.006504     0.00308743
2733.00     0.00       277.57     80425.32    1801.00         100.00      3017603.3861       0.006504     0.00308743
2734.00     0.00       277.57     80425.32    1801.00         100.00      3013729.0236       0.006504     0.00308743
2735.00     0.00       277.57     80425.32    1801.00         100.00      3009878.5624       0.006504     0.00308743
2736.00     0.00       277.57     80425.32    1801.00         100.00      3006051.8343       0.006504     0.00308743
2737.00     0.00       277.57     80425.32    1801.00         100.00      3002248.6619       0.006504     0.00308743
2738.00     0.00       277.57     80425.32    1801.00         100.00      2998468.8563       0.006504     0.00308743
2739.00     0.00       277.57     80425.32    1801.00         100.00      2994712.2314       0.006504     0.00308743
2740.00     0.00       277.57     80425.32    1801.00         100.00      2990978.6091       0.006504     0.00308743
2741.00     0.00       277.57     80425.32    1801.00         100.00      2987267.8269       0.006504     0.00308743
2742.00     0.00       277.57     80425.32    1801.00         100.00      2983579.7200       0.006504     0.00308743
2743.00     0.00       277.57     80425.32    1801.00         100.00      2979914.1074       0.006504     0.00308743
2744.00     0.00       277.57     80425.32    1801.00         100.00      2976270.8268       0.006504     0.00308743
2745.00     0.00       277.57     80425.32    1801.00         100.00      2972649.7252       0.006504     0.00308743
2746.00     0.00       277.57     80425.32    1801.00         100.00      2969050.6262       0.006504     0.00308743
2747.00     0.00       277.57     80425.32    1801.00         100.00      2965473.3551       0.006504     0.00308743
2748.00     0.00       277.57     80425.32    1801.00         100.00      2961917.7511       0.006504     0.00308743
2749.00     0.00       277.57     80425.32    1801.00         100.00      2958383.6543       0.006504     0.00308743
2750.00     0.00       277.57     80425.32    1801.00         100.00      2954870.9275       0.006504     0.00308743
2751.00     0.00       277.57     80425.32    1801.00         100.00      2951379.4214       0.006504     0.00308743
2752.00     0.00       277.57     80425.32    1801.00         100.00      2947908.9729       0.006504     0.00308743
2753.00     0.00       277.57     80425.32    1801.00         100.00      2944459.4159       0.006504     0.00308743
2754.00     0.00       277.57     80425.32    1801.00         100.00      2941030.6077       0.006504     0.00308743
2755.00     0.00       277.57     80425.32    1801.00         100.00      2937622.3947       0.006504     0.00308743
2756.00     0.00       277.57     80425.32    1801.00         100.00      2934234.6203       0.006504     0.00308743
2757.00     0.00       277.57     80425.32    1801.00         100.00      2930867.1248       0.006504     0.00308743
2758.00     0.00       277.57     80425.32    1801.00         100.00      2927519.7498       0.006504     0.00308743
2759.00     0.00       277.57     80425.32    1801.00         100.00      2924192.3473       0.006504     0.00308743
2760.00     0.00       277.57     80425.32    1801.00         100.00      2920884.7743       0.006504     0.00308743
2761.00     0.00       277.57     80425.32    1801.00         100.00      2917596.8871       0.006504     0.00308743
2762.00     0.00       277.57     80425.32    1801.00         100.00      2914328.5708       0.006504     0.00308743
2763.00     0.00       277.57     80425.32    1801.00         100.00      2911079.6739       0.006504     0.00308743
2764.00     0.00       277.57     80425.32    1801.00         100.00      2907850.0545       0.006504     0.00308743
2765.00     0.00       277.57     80425.32    1801.00         100.00      2904639.5768       0.006504     0.00308743
2766.00     0.00       277.57     80425.32    1801.00         100.00      2901448.0947       0.006504     0.00308743
2767.00     0.00       277.57     80425.32    1801.00         100.00      2898275.4824       0.006504     0.00308743
2768.00     0.00       277.57     80425.32    1801.00         100.00      2895121.5991       0.006504     0.00308743
2769.00     0.00       277.57     80425.32    1801.00         100.00      2891986.3174       0.006504     0.00308743
2770.00     0.00       277.57     80425.32    1801.00         100.00      2888869.4932       0.006504     0.00308743
2771.00     0.00       277.57     80425.32    1801.00         100.00      2885770.9900       0.006504     0.00308743
2772.00     0.00       277.57     80425.32    1801.00         100.00      2882690.6758       0.006504     0.00308743
2773.00     0.00       277.57     80425.32    1801.00         100.00      2879628.4192       0.006504     0.00308743
2774.00     0.00       277.57     80425.32    1801.00         100.00      2876584.0809       0.006504     0.00308743
2775.00     0.00       277.57     80425.32    1801.00         100.00      2873557.5263       0.006504     0.00308743
2776.00     0.00       277.57     80425.32    1801.00         100.00      2870548.6213       0.006504     0.00308743
2777.00     0.00       277.57     80425.32    1801.00         100.00      2867557.2309       0.006504     0.00308743
2778.00     0.00       277.57     80425.32    1801.00         100.00      2864583.2363       0.006504     0.00308743
2779.00     0.00       277.57     80425.32    1801.00         100.00      2861626.5319       0.006504     0.00308743
2780.00     0.00       277.57     80425.32    1801.00         100.00      2858687.0009       0.006504     0.00308743
2781.00     0.00       277.57     80425.32    1801.00         100.00      2855764.5146       0.006504     0.00308743
2782.00     0.00       277.57     80425.32    1801.00         100.00      2852858.9462       0.006504     0.00308743
2783.00     0.00       277.57     80425.32    1801.00         100.00      2849970.1687       0.006504     0.00308743
2784.00     0.00       277.57     80425.32    1801.00         100.00      2847098.0546       0.006504     0.00308743
2785.00     0.00       277.57     80425.32    1801.00         100.00      2844242.4881       0.006504     0.00308743
2786.00     0.00       277.57     80425.32    1801.00         100.00      2841403.3481       0.006504     0.00308743
2787.00     0.00       277.57     80425.32    1801.00         100.00      2838580.5145       0.006504     0.00308743
2788.00     0.00       277.57     80425.32    1801.00         100.00      2835773.8791       0.006504     0.00308743
2789.00     0.00       277.57     80425.32    1801.00         100.00      2832983.3207       0.006504     0.00308743
2790.00     0.00       277.57     80425.32    1801.00         100.00      2830208.7238       0.006504     0.00308743
2791.00     0.00       277.57     80425.32    1801.00         100.00      2827449.9697       0.006504     0.00308743
2792.00     0.00       277.57     80425.32    1801.00         100.00      2824706.9527       0.006504     0.00308743
2793.00     0.00       277.57     80425.32    1801.00         100.00      2821979.5727       0.006504     0.00308743
2794.00     0.00       277.57     80425.32    1801.00         100.00      2819267.7162       0.006504     0.00308743
2795.00     0.00       277.57     80425.32    1801.00         100.00      2816571.2680       0.006504     0.00308743
2796.00     0.00       277.57     80425.32    1801.00         100.00      2813890.1189       0.006504     0.00308743
2797.00     0.00       277.57     80425.32    1801.00         100.00      2811224.1766       0.006504     0.00308743
2798.00     0.00       277.57     80425.32    1801.00         100.00      2808573.3339       0.006504     0.00308743
2799.00     0.00       277.57     80425.32    1801.00         100.00      2805937.4841       0.006504     0.00308743
2800.00     0.00       277.57     80425.32    1801.00         100.00      2803316.5158       0.006504     0.00308743
2801.00     0.00       277.57     80425.32    1801.00         100.00      2800710.3248       0.006504     0.00308743
2802.00     0.00       277.57     80425.32    1801.00         100.00      2798118.8020       0.006504     0.00308743
2803.00     0.00       277.57     80425.32    1801.00         100.00      2795541.8423       0.006504     0.00308743
2804.00     0.00       277.57     80425.32    1801.00         100.00      2792979.3396       0.006504     0.00308743
2805.00     0.00       277.57     80425.32    1801.00         100.00      2790431.2000       0.006504     0.00308743
2806.00     0.00       277.57     80425.32    1801.00         100.00      2787897.3271       0.006504     0.00308743
2807.00     0.00       277.57     80425.32    1801.00         100.00      2785377.6410       0.006504     0.00308743
2808.00     0.00       277.57     80425.32    1801.00         100.00      2782872.0378       0.006504     0.00308743
2809.00     0.00       277.57     80425.32    1801.00         100.00      2780380.4163       0.006504     0.00308743
2810.00     0.00       277.57     80425.32    1801.00         100.00      2777902.6797       0.006504     0.00308743
2811.00     0.00       277.57     80425.32    1801.00         100.00      2775438.7258       0.006504     0.00308743
2812.00     0.00       277.57     80425.32    1801.00         100.00      2772988.4555       0.006504     0.00308743
2813.00     0.00       277.57     80425.32    1801.00         100.00      2770551.7744       0.006504     0.00308743
2814.00     0.00       277.57     80425.32    1801.00         100.00      2768128.5919       0.006504     0.00308743
2815.00     0.00       277.57     80425.32    1801.00         100.00      2765718.8154       0.006504     0.00308743
2816.00     0.00       277.57     80425.32    1801.00         100.00      2763322.3470       0.006504     0.00308743
2817.00     0.00       277.57     80425.32    1801.00         100.00      2760939.0919       0.006504     0.00308743
2818.00     0.00       277.57     80425.32    1801.00         100.00      2758568.9621       0.006504     0.00308743
2819.00     0.00       277.57     80425.32    1801.00         100.00      2756211.8628       0.006504     0.00308743
2820.00     0.00       277.57     80425.32    1801.00         100.00      2753867.7036       0.006504     0.00308743
2821.00     0.00       277.57     80425.32    1801.00         100.00      2751536.3999       0.006504     0.00308743
2822.00     0.00       277.57     80425.32    1801.00         100.00      2749217.8649       0.006504     0.00308743
2823.00     0.00       277.57     80425.32    1801.00         100.00      2746912.0083       0.006504     0.00308743
2824.00     0.00       277.57     80425.32    1801.00         100.00      2744618.7440       0.006504     0.00308743
2825.00     0.00       277.57     80425.32    1801.00         100.00      2742337.9810       0.006504     0.00308743
2826.00     0.00       277.57     80425.32    1801.00         100.00      2740069.6333       0.006504     0.00308743
2827.00     0.00       277.57     80425.32    1801.00         100.00      2737813.6220       0.006504     0.00308743
2828.00     0.00       277.57     80425.32    1801.00         100.00      2735569.8587       0.006504     0.00308743
2829.00     0.00       277.57     80425.32    1801.00         100.00      2733338.2551       0.006504     0.00308743
2830.00     0.00       277.57     80425.32    1801.00         100.00      2731118.7247       0.006504     0.00308743
2831.00     0.00       277.57     80425.32    1801.00         100.00      2728911.1889       0.006504     0.00308743
2832.00     0.00       277.57     80425.32    1801.00         100.00      2726715.5723       0.006504     0.00308743
2833.00     0.00       277.57     80425.32    1801.00         100.00      2724531.7934       0.006504     0.00308743
2834.00     0.00       277.57     80425.32    1801.00         100.00      2722359.7767       0.006504     0.00308743
2835.00     0.00       277.57     80425.32    1801.00         100.00      2720199.4517       0.006504     0.00308743
2836.00     0.00       277.57     80425.32    1801.00         100.00      2718050.7359       0.006504     0.00308743
2837.00     0.00       277.57     80425.32    1801.00         100.00      2715913.5467       0.006504     0.00308743
2838.00     0.00       277.57     80425.32    1801.00         100.00      2713787.8068       0.006504     0.00308743
2839.00     0.00       277.57     80425.32    1801.00         100.00      2711673.4418       0.006504     0.00308743
2840.00     0.00       277.57     80425.32    1801.00         100.00      2709570.3703       0.006504     0.00308743
2841.00     0.00       277.57     80425.32    1801.00         100.00      2707478.5118       0.006504     0.00308743
2842.00     0.00       277.57     80425.32    1801.00         100.00      2705397.7862       0.006504     0.00308743
2843.00     0.00       277.57     80425.32    1801.00         100.00      2703328.1181       0.006504     0.00308743
2844.00     0.00       277.57     80425.32    1801.00         100.00      2701269.4364       0.006504     0.00308743
2845.00     0.00       277.57     80425.32    1801.00         100.00      2699221.6626       0.006504     0.00308743
2846.00     0.00       277.57     80425.32    1801.00         100.00      2697184.7305       0.006504     0.00308743
2847.00     0.00       277.57     80425.32    1801.00         100.00      2695158.5760       0.006504     0.00308743
2848.00     0.00       277.57     80425.32    1801.00         100.00      2693143.1264       0.006504     0.00308743
2849.00     0.00       277.57     80425.32    1801.00         100.00      2691138.3154       0.006504     0.00308743
2850.00     0.00       277.57     80425.32    1801.00         100.00      2689144.0791       0.006504     0.00308743
2851.00     0.00       277.57     80425.32    1801.00         100.00      2687160.3437       0.006504     0.00308743
2852.00     0.00       277.57     80425.32    1801.00         100.00      2685187.0349       0.006504     0.00308743
2853.00     0.00       277.57     80425.32    1801.00         100.00      2683224.0808       0.006504     0.00308743
2854.00     0.00       277.57     80425.32    1801.00         100.00      2681271.4093       0.006504     0.00308743
2855.00     0.00       277.57     80425.32    1801.00         100.00      2679328.9479       0.006504     0.00308743
2856.00     0.00       277.57     80425.32    1801.00         100.00      2677396.6322       0.006504     0.00308743
2857.00     0.00       277.57     80425.32    1801.00         100.00      2675474.3966       0.006504     0.00308743
2858.00     0.00       277.57     80425.32    1801.00         100.00      2673562.1776       0.006504     0.00308743
2859.00     0.00       277.57     80425.32    1801.00         100.00      2671659.9104       0.006504     0.00308743
2860.00     0.00       277.57     80425.32    1801.00         100.00      2669767.5254       0.006504     0.00308743
2861.00     0.00       277.57     80425.32    1801.00         100.00      2667884.9532       0.006504     0.00308743
2862.00     0.00       277.57     80425.32    1801.00         100.00      2666012.1272       0.006504     0.00308743
2863.00     0.00       277.57     80425.32    1801.00         100.00      2664148.9888       0.006504     0.00308743
2864.00     0.00       277.57     80425.32    1801.00         100.00      2662295.4713       0.006504     0.00308743
2865.00     0.00       277.57     80425.32    1801.00         100.00      2660451.5076       0.006504     0.00308743
2866.00     0.00       277.57     80425.32    1801.00         100.00      2658617.0364       0.006504     0.00308743
2867.00     0.00       277.57     80425.32    1801.00         100.00      2656791.9981       0.006504     0.00308743
2868.00     0.00       277.57     80425.32    1801.00         100.00      2654976.3393       0.006504     0.00308743
2869.00     0.00       277.57     80425.32    1801.00         100.00      2653170.0045       0.006504     0.00308743
2870.00     0.00       277.57     80425.32    1801.00         100.00      2651372.9317       0.006504     0.00308743
2871.00     0.00       277.57     80425.32    1801.00         100.00      2649585.0622       0.006504     0.00308743
2872.00     0.00       277.57     80425.32    1801.00         100.00      2647806.3325       0.006504     0.00308743
2873.00     0.00       277.57     80425.32    1801.00         100.00      2646036.6808       0.006504     0.00308743
2874.00     0.00       277.57     80425.32    1801.00         100.00      2644276.0449       0.006504     0.00308743
2875.00     0.00       277.57     80425.32    1801.00         100.00      2642524.3627       0.006504     0.00308743
2876.00     0.00       277.57     80425.32    1801.00         100.00      2640781.5743       0.006504     0.00308743
2877.00     0.00       277.57     80425.32    1801.00         100.00      2639047.6262       0.006504     0.00308743
2878.00     0.00       277.57     80425.32    1801.00         100.00      2637322.4585       0.006504     0.00308743
2879.00     0.00       277.57     80425.32    1801.00         100.00      2635606.0117       0.006504     0.00308743
2880.00     0.00       277.57     80425.32    1801.00         100.00      2633898.2268       0.006504     0.00308743
2881.00     0.00       277.57     80425.32    1801.00         100.00      2632199.0486       0.006504     0.00308743
2882.00     0.00       277.57     80425.32    1801.00         100.00      2630508.4236       0.006504     0.00308743
2883.00     0.00       277.57     80425.32    1801.00         100.00      2628826.3038       0.006504     0.00308743
2884.00     0.00       277.57     80425.32    1801.00         100.00      2627152.6327       0.006504     0.00308743
2885.00     0.00       277.57     80425.32    1801.00         100.00      2625487.3528       0.006504     0.00308743
2886.00     0.00       277.57     80425.32    1801.00         100.00      2623830.4191       0.006504     0.00308743
2887.00     0.00       277.57     80425.32    1801.00         100.00      2622181.7857       0.006504     0.00308743
2888.00     0.00       277.57     80425.32    1801.00         100.00      2620541.3966       0.006504     0.00308743
2889.00     0.00       277.57     80425.32    1801.00         100.00      2618909.1967       0.006504     0.00308743
2890.00     0.00       277.57     80425.32    1801.00         100.00      2617285.1328       0.006504     0.00308743
2891.00     0.00       277.57     80425.32    1801.00         100.00      2615669.1558       0.006504     0.00308743
2892.00     0.00       277.57     80425.32    1801.00         100.00      2614061.2134       0.006504     0.00308743
2893.00     0.00       277.57     80425.32    1801.00         100.00      2612461.2529       0.006504     0.00308743
2894.00     0.00       277.57     80425.32    1801.00         100.00      2610869.2241       0.006504     0.00308743
2895.00     0.00       277.57     80425.32    1801.00         100.00      2609285.0790       0.006504     0.00308743
2896.00     0.00       277.57     80425.32    1801.00         100.00      2607708.7671       0.006504     0.00308743
2897.00     0.00       277.57     80425.32    1801.00         100.00      2606140.2358       0.006504     0.00308743
2898.00     0.00       277.57     80425.32    1801.00         100.00      2604579.4329       0.006504     0.00308743
2899.00     0.00       277.57     80425.32    1801.00         100.00      2603026.3074       0.006504     0.00308743
2900.00     0.00       277.57     80425.32    1801.00         100.00      2601480.8078       0.006504     0.00308743
2901.00     0.00       277.57     80425.32    1801.00         100.00      2599942.8830       0.006504     0.00308743
2902.00     0.00       277.57     80425.32    1801.00         100.00      2598412.4828       0.006504     0.00308743
2903.00     0.00       277.57     80425.32    1801.00         100.00      2596889.5589       0.006504     0.00308743
2904.00     0.00       277.57     80425.32    1801.00         100.00      2595374.0732       0.006504     0.00308743
2905.00     0.00       277.57     80425.32    1801.00         100.00      2593865.9827       0.006504     0.00308743
2906.00     0.00       277.57     80425.32    1801.00         100.00      2592365.2384       0.006504     0.00308743
2907.00     0.00       277.57     80425.32    1801.00         100.00      2590871.8040       0.006504     0.00308743
2908.00     0.00       277.57     80425.32    1801.00         100.00      2589385.6371       0.006504     0.00308743
2909.00     0.00       277.57     80425.32    1801.00         100.00      2587906.6902       0.006504     0.00308743
2910.00     0.00       277.57     80425.32    1801.00         100.00      2586434.9152       0.006504     0.00308743
2911.00     0.00       277.57     80425.32    1801.00         100.00      2584970.2648       0.006504     0.00308743
2912.00     0.00       277.57     80425.32    1801.00         100.00      2583512.6923       0.006504     0.00308743
2913.00     0.00       277.57     80425.32    1801.00         100.00      2582062.1512       0.006504     0.00308743
2914.00     0.00       277.57     80425.32    1801.00         100.00      2580618.5953       0.006504     0.00308743
2915.00     0.00       277.57     80425.32    1801.00         100.00      2579181.9806       0.006504     0.00308743
2916.00     0.00       277.57     80425.32    1801.00         100.00      2577752.2627       0.006504     0.00308743
2917.00     0.00       277.57     80425.32    1801.00         100.00      2576329.3981       0.006504     0.00308743
2918.00     0.00       277.57     80425.32    1801.00         100.00      2574913.3477       0.006504     0.00308743
2919.00     0.00       277.57     80425.32    1801.00         100.00      2573504.0717       0.006504     0.00308743
2920.00     0.00       277.57     80425.32    1801.00         100.00      2572101.5318       0.006504     0.00308743
2921.00     0.00       277.57     80425.32    1801.00         100.00      2570705.6842       0.006504     0.00308743
2922.00     0.00       277.57     80425.32    1801.00         100.00      2569316.4906       0.006504     0.00308743
2923.00     0.00       277.57     80425.32    1801.00         100.00      2567933.9110       0.006504     0.00308743
2924.00     0.00       277.57     80425.32    1801.00         100.00      2566557.9022       0.006504     0.00308743
2925.00     0.00       277.57     80425.32    1801.00         100.00      2565188.4214       0.006504     0.00308743
2926.00     0.00       277.57     80425.32    1801.00         100.00      2563825.4276       0.006504     0.00308743
2927.00     0.00       277.57     80425.32    1801.00         100.00      2562468.8791       0.006504     0.00308743
2928.00     0.00       277.57     80425.32    1801.00         100.00      2561118.7423       0.006504     0.00308743
2929.00     0.00       277.57     80425.32    1801.00         100.00      2559774.9755       0.006504     0.00308743
2930.00     0.00       277.57     80425.32    1801.00         100.00      2558437.5394       0.006504     0.00308743
2931.00     0.00       277.57     80425.32    1801.00         100.00      2557106.3964       0.006504     0.00308743
2932.00     0.00       277.57     80425.32    1801.00         100.00      2555781.5188       0.006504     0.00308743
2933.00     0.00       277.57     80425.32    1801.00         100.00      2554462.8670       0.006504     0.00308743
2934.00     0.00       277.57     80425.32    1801.00         100.00      2553150.4006       0.006504     0.00308743
2935.00     0.00       277.57     80425.32    1801.00         100.00      2551844.0797       0.006504     0.00308743
2936.00     0.00       277.57     80425.32    1801.00         100.00      2550543.8646       0.006504     0.00308743
2937.00     0.00       277.57     80425.32    1801.00         100.00      2549249.7166       0.006504     0.00308743
2938.00     0.00       277.57     80425.32    1801.00         100.00      2547961.5976       0.006504     0.00308743
2939.00     0.00       277.57     80425.32    1801.00         100.00      2546679.4691       0.006504     0.00308743
2940.00     0.00       277.57     80425.32    1801.00         100.00      2545403.2963       0.006504     0.00308743
2941.00     0.00       277.57     80425.32    1801.00         100.00      2544133.0458       0.006504     0.00308743
2942.00     0.00       277.57     80425.32    1801.00         100.00      2542868.6796       0.006504     0.00308743
2943.00     0.00       277.57     80425.32    1801.00         100.00      2541610.1601       0.006504     0.00308743
2944.00     0.00       277.57     80425.32    1801.00         100.00      2540357.4542       0.006504     0.00308743
2945.00     0.00       277.57     80425.32    1801.00         100.00      2539110.5312       0.006504     0.00308743
2946.00     0.00       277.57     80425.32    1801.00         100.00      2537869.3569       0.006504     0.00308743
2947.00     0.00       277.57     80425.32    1801.00         100.00      2536633.8945       0.006504     0.00308743
2948.00     0.00       277.57     80425.32    1801.00         100.00      2535404.1098       0.006504     0.00308743
2949.00     0.00       277.57     80425.32    1801.00         100.00      2534179.9738       0.006504     0.00308743
2950.00     0.00       277.57     80425.32    1801.00         100.00      2532961.4507       0.006504     0.00308743
2951.00     0.00       277.57     80425.32    1801.00         100.00      2531748.5051       0.006504     0.00308743
2952.00     0.00       277.57     80425.32    1801.00         100.00      2530541.1017       0.006504     0.00308743
2953.00     0.00       277.57     80425.32    1801.00         100.00      2529339.2053       0.006504     0.00308743
2954.00     0.00       277.57     80425.32    1801.00         100.00      2528142.7811       0.006504     0.00308743
2955.00     0.00       277.57     80425.32    1801.00         100.00      2526951.7944       0.006504     0.00308743
2956.00     0.00       277.57     80425.32    1801.00         100.00      2525766.2132       0.006504     0.00308743
2957.00     0.00       277.57     80425.32    1801.00         100.00      2524586.0077       0.006504     0.00308743
2958.00     0.00       277.57     80425.32    1801.00         100.00      2523411.1474       0.006504     0.00308743
2959.00     0.00       277.57     80425.32    1801.00         100.00      2522241.6084       0.006504     0.00308743
2960.00     0.00       277.57     80425.32    1801.00         100.00      2521077.3584       0.006504     0.00308743
2961.00     0.00       277.57     80425.32    1801.00         100.00      2519918.3646       0.006504     0.00308743
2962.00     0.00       277.57     80425.32    1801.00         100.00      2518764.5941       0.006504     0.00308743
2963.00     0.00       277.57     80425.32    1801.00         100.00      2517616.0140       0.006504     0.00308743
2964.00     0.00       277.57     80425.32    1801.00         100.00      2516472.5920       0.006504     0.00308743
2965.00     0.00       277.57     80425.32    1801.00         100.00      2515334.2957       0.006504     0.00308743
2966.00     0.00       277.57     80425.32    1801.00         100.00      2514201.0932       0.006504     0.00308743
2967.00     0.00       277.57     80425.32    1801.00         100.00      2513072.9526       0.006504     0.00308743
