Time(s)   w(m/s)         T(K)        p(Pa)       z(m)    RH(%)  Activated Drops
1959.00     1.00       280.88     81318.28    1959.00   134.81       0.1000E+08
1960.00     1.00       280.87     81308.39    1960.00   134.88       0.1000E+08
1961.00     1.00       280.86     81298.50    1961.00   134.96       0.1000E+08
1962.00     1.00       280.86     81288.61    1962.00   135.03       0.1000E+08
1963.00     1.00       280.85     81278.72    1963.00   135.10       0.1000E+08
1964.00     1.00       280.84     81268.84    1964.00   135.18       0.1000E+08
1965.00     1.00       280.83     81258.95    1965.00   135.25       0.1000E+08
1966.00     1.00       280.82     81249.06    1966.00   135.33       0.1000E+08
1967.00     1.00       280.81     81239.18    1967.00   135.40       0.1000E+08
1968.00     1.00       280.80     81229.30    1968.00   135.47       0.1000E+08
1969.00     1.00       280.79     81219.41    1969.00   135.55       0.1000E+08
1970.00     1.00       280.78     81209.53    1970.00   135.62       0.1000E+08
1971.00     1.00       280.77     81199.65    1971.00   135.69       0.1000E+08
1972.00     1.00       280.76     81189.77    1972.00   135.77       0.1000E+08
1973.00     1.00       280.75     81179.89    1973.00   135.84       0.1000E+08
1974.00     1.00       280.74     81170.01    1974.00   135.92       0.1000E+08
1975.00     1.00       280.73     81160.14    1975.00   135.99       0.1000E+08
1976.00     1.00       280.72     81150.26    1976.00   136.06       0.1000E+08
1977.00     1.00       280.71     81140.38    1977.00   136.14       0.1000E+08
1978.00     1.00       280.70     81130.51    1978.00   136.21       0.1000E+08
1979.00     1.00       280.69     81120.64    1979.00   136.29       0.1000E+08
1980.00     1.00       280.68     81110.76    1980.00   136.36       0.1000E+08
1981.00     1.00       280.67     81100.89    1981.00   136.43       0.1000E+08
1982.00     1.00       280.66     81091.02    1982.00   136.51       0.1000E+08
1983.00     1.00       280.65     81081.15    1983.00   136.58       0.1000E+08
1984.00     1.00       280.64     81071.28    1984.00   136.66       0.1000E+08
1985.00     1.00       280.63     81061.41    1985.00   136.73       0.1000E+08
1986.00     1.00       280.62     81051.54    1986.00   136.81       0.1000E+08
1987.00     1.00       280.61     81041.67    1987.00   136.88       0.1000E+08
1988.00     1.00       280.60     81031.81    1988.00   136.96       0.1000E+08
1989.00     1.00       280.59     81021.94    1989.00   137.03       0.1000E+08
1990.00     1.00       280.58     81012.08    1990.00   137.11       0.1000E+08
1991.00     1.00       280.57     81002.21    1991.00   137.18       0.1000E+08
1992.00     1.00       280.56     80992.35    1992.00   137.25       0.1000E+08
1993.00     1.00       280.55     80982.49    1993.00   137.33       0.1000E+08
1994.00     1.00       280.54     80972.63    1994.00   137.40       0.1000E+08
1995.00     1.00       280.53     80962.77    1995.00   137.48       0.1000E+08
1996.00     1.00       280.52     80952.91    1996.00   137.55       0.1000E+08
1997.00     1.00       280.51     80943.05    1997.00   137.63       0.1000E+08
1998.00     1.00       280.50     80933.19    1998.00   137.70       0.1000E+08
1999.00     1.00       280.49     80923.33    1999.00   137.78       0.1000E+08
2000.00     1.00       280.48     80913.48    2000.00   137.85       0.1000E+08
2001.00     1.00       280.47     80903.62    2001.00   137.93       0.1000E+08
2002.00     1.00       280.46     80893.77    2002.00   138.01       0.1000E+08
2003.00     1.00       280.46     80883.92    2003.00   138.08       0.1000E+08
2004.00     1.00       280.45     80874.06    2004.00   138.16       0.1000E+08
2005.00     1.00       280.44     80864.21    2005.00   138.23       0.1000E+08
2006.00     1.00       280.43     80854.36    2006.00   138.31       0.1000E+08
2007.00     1.00       280.42     80844.51    2007.00   138.38       0.1000E+08
2008.00     1.00       280.41     80834.66    2008.00   138.46       0.1000E+08
2009.00     1.00       280.40     80824.81    2009.00   138.53       0.1000E+08
2010.00     1.00       280.39     80814.97    2010.00   138.61       0.1000E+08
2011.00     1.00       280.38     80805.12    2011.00   138.68       0.1000E+08
2012.00     1.00       280.37     80795.27    2012.00   138.76       0.1000E+08
2013.00     1.00       280.36     80785.43    2013.00   138.84       0.1000E+08
2014.00     1.00       280.35     80775.58    2014.00   138.91       0.1000E+08
2015.00     1.00       280.34     80765.74    2015.00   138.99       0.1000E+08
2016.00     1.00       280.33     80755.90    2016.00   139.06       0.1000E+08
2017.00     1.00       280.32     80746.06    2017.00   139.14       0.1000E+08
2018.00     1.00       280.31     80736.22    2018.00   139.22       0.1000E+08
2019.00     1.00       280.30     80726.38    2019.00   139.29       0.1000E+08
2020.00     1.00       280.29     80716.54    2020.00   139.37       0.1000E+08
2021.00     1.00       280.28     80706.70    2021.00   139.44       0.1000E+08
2022.00     1.00       280.27     80696.86    2022.00   139.52       0.1000E+08
2023.00     1.00       280.26     80687.03    2023.00   139.60       0.1000E+08
2024.00     1.00       280.25     80677.19    2024.00   139.67       0.1000E+08
2025.00     1.00       280.24     80667.36    2025.00   139.75       0.1000E+08
2026.00     1.00       280.23     80657.52    2026.00   139.83       0.1000E+08
2027.00     1.00       280.22     80647.69    2027.00   139.90       0.1000E+08
2028.00     1.00       280.21     80637.86    2028.00   139.98       0.1000E+08
2029.00     1.00       280.20     80628.03    2029.00   140.06       0.1000E+08
2030.00     1.00       280.19     80618.20    2030.00   140.13       0.1000E+08
2031.00     1.00       280.18     80608.37    2031.00   140.21       0.1000E+08
2032.00     1.00       280.17     80598.54    2032.00   140.29       0.1000E+08
2033.00     1.00       280.16     80588.71    2033.00   140.36       0.1000E+08
2034.00     1.00       280.15     80578.88    2034.00   140.44       0.1000E+08
2035.00     1.00       280.14     80569.06    2035.00   140.52       0.1000E+08
2036.00     1.00       280.13     80559.23    2036.00   140.59       0.1000E+08
2037.00     1.00       280.12     80549.41    2037.00   140.67       0.1000E+08
2038.00     1.00       280.11     80539.59    2038.00   140.75       0.1000E+08
2039.00     1.00       280.10     80529.76    2039.00   140.82       0.1000E+08
2040.00     1.00       280.09     80519.94    2040.00   140.90       0.1000E+08
2041.00     1.00       280.08     80510.12    2041.00   140.98       0.1000E+08
2042.00     1.00       280.07     80500.30    2042.00   141.06       0.1000E+08
2043.00     1.00       280.06     80490.48    2043.00   141.13       0.1000E+08
2044.00     1.00       280.05     80480.66    2044.00   141.21       0.1000E+08
2045.00     1.00       280.05     80470.85    2045.00   141.29       0.1000E+08
2046.00     1.00       280.04     80461.03    2046.00   141.36       0.1000E+08
2047.00     1.00       280.03     80451.21    2047.00   141.44       0.1000E+08
2048.00     1.00       280.02     80441.40    2048.00   141.52       0.1000E+08
2049.00     1.00       280.01     80431.58    2049.00   141.60       0.1000E+08
2050.00     1.00       280.00     80421.77    2050.00   141.67       0.1000E+08
2051.00     1.00       279.99     80411.96    2051.00   141.75       0.1000E+08
2052.00     1.00       279.98     80402.15    2052.00   141.83       0.1000E+08
2053.00     1.00       279.97     80392.34    2053.00   141.91       0.1000E+08
2054.00     1.00       279.96     80382.53    2054.00   141.99       0.1000E+08
2055.00     1.00       279.95     80372.72    2055.00   142.06       0.1000E+08
2056.00     1.00       279.94     80362.91    2056.00   142.14       0.1000E+08
2057.00     1.00       279.93     80353.10    2057.00   142.22       0.1000E+08
2058.00     1.00       279.92     80343.30    2058.00   142.30       0.1000E+08
2059.00     1.00       279.91     80333.49    2059.00   142.38       0.1000E+08
2060.00     1.00       279.90     80323.69    2060.00   142.45       0.1000E+08
2061.00     1.00       279.89     80313.88    2061.00   142.53       0.1000E+08
2062.00     1.00       279.88     80304.08    2062.00   142.61       0.1000E+08
2063.00     1.00       279.87     80294.28    2063.00   142.69       0.1000E+08
2064.00     1.00       279.86     80284.48    2064.00   142.77       0.1000E+08
2065.00     1.00       279.85     80274.68    2065.00   142.84       0.1000E+08
2066.00     1.00       279.84     80264.88    2066.00   142.92       0.1000E+08
2067.00     1.00       279.83     80255.08    2067.00   143.00       0.1000E+08
2068.00     1.00       279.82     80245.28    2068.00   143.08       0.1000E+08
2069.00     1.00       279.81     80235.48    2069.00   143.16       0.1000E+08
2070.00     1.00       279.80     80225.69    2070.00   143.24       0.1000E+08
2071.00     1.00       279.79     80215.89    2071.00   143.32       0.1000E+08
2072.00     1.00       279.78     80206.10    2072.00   143.39       0.1000E+08
2073.00     1.00       279.77     80196.30    2073.00   143.47       0.1000E+08
2074.00     1.00       279.76     80186.51    2074.00   143.55       0.1000E+08
2075.00     1.00       279.75     80176.72    2075.00   143.63       0.1000E+08
2076.00     1.00       279.74     80166.93    2076.00   143.71       0.1000E+08
2077.00     1.00       279.73     80157.14    2077.00   143.79       0.1000E+08
2078.00     1.00       279.72     80147.35    2078.00   143.87       0.1000E+08
2079.00     1.00       279.71     80137.56    2079.00   143.95       0.1000E+08
2080.00     1.00       279.70     80127.77    2080.00   144.03       0.1000E+08
2081.00     1.00       279.69     80117.99    2081.00   144.11       0.1000E+08
2082.00     1.00       279.68     80108.20    2082.00   144.18       0.1000E+08
2083.00     1.00       279.67     80098.42    2083.00   144.26       0.1000E+08
2084.00     1.00       279.66     80088.63    2084.00   144.34       0.1000E+08
2085.00     1.00       279.65     80078.85    2085.00   144.42       0.1000E+08
2086.00     1.00       279.65     80069.07    2086.00   144.50       0.1000E+08
2087.00     1.00       279.64     80059.28    2087.00   144.58       0.1000E+08
2088.00     1.00       279.63     80049.50    2088.00   144.66       0.1000E+08
2089.00     1.00       279.62     80039.72    2089.00   144.74       0.1000E+08
2090.00     1.00       279.61     80029.94    2090.00   144.82       0.1000E+08
2091.00     1.00       279.60     80020.17    2091.00   144.90       0.1000E+08
2092.00     1.00       279.59     80010.39    2092.00   144.98       0.1000E+08
2093.00     1.00       279.58     80000.61    2093.00   145.06       0.1000E+08
2094.00     1.00       279.57     79990.84    2094.00   145.14       0.1000E+08
2095.00     1.00       279.56     79981.06    2095.00   145.22       0.1000E+08
2096.00     1.00       279.55     79971.29    2096.00   145.30       0.1000E+08
2097.00     1.00       279.54     79961.51    2097.00   145.38       0.1000E+08
2098.00     1.00       279.53     79951.74    2098.00   145.46       0.1000E+08
2099.00     1.00       279.52     79941.97    2099.00   145.54       0.1000E+08
2100.00     1.00       279.51     79932.20    2100.00   145.62       0.1000E+08
2101.00     1.00       279.50     79922.43    2101.00   145.70       0.1000E+08
2102.00     1.00       279.49     79912.66    2102.00   145.78       0.1000E+08
2103.00     1.00       279.48     79902.89    2103.00   145.86       0.1000E+08
2104.00     1.00       279.47     79893.13    2104.00   145.94       0.1000E+08
2105.00     1.00       279.46     79883.36    2105.00   146.02       0.1000E+08
2106.00     1.00       279.45     79873.60    2106.00   146.10       0.1000E+08
2107.00     1.00       279.44     79863.83    2107.00   146.18       0.1000E+08
2108.00     1.00       279.43     79854.07    2108.00   146.26       0.1000E+08
2109.00     1.00       279.42     79844.31    2109.00   146.34       0.1000E+08
2110.00     1.00       279.41     79834.54    2110.00   146.42       0.1000E+08
2111.00     1.00       279.40     79824.78    2111.00   146.50       0.1000E+08
2112.00     1.00       279.39     79815.02    2112.00   146.58       0.1000E+08
2113.00     1.00       279.38     79805.26    2113.00   146.66       0.1000E+08
2114.00     1.00       279.37     79795.50    2114.00   146.75       0.1000E+08
2115.00     1.00       279.36     79785.75    2115.00   146.83       0.1000E+08
2116.00     1.00       279.35     79775.99    2116.00   146.91       0.1000E+08
2117.00     1.00       279.34     79766.23    2117.00   146.99       0.1000E+08
2118.00     1.00       279.33     79756.48    2118.00   147.07       0.1000E+08
2119.00     1.00       279.32     79746.72    2119.00   147.15       0.1000E+08
2120.00     1.00       279.31     79736.97    2120.00   147.23       0.1000E+08
2121.00     1.00       279.30     79727.22    2121.00   147.31       0.1000E+08
2122.00     1.00       279.29     79717.47    2122.00   147.39       0.1000E+08
2123.00     1.00       279.28     79707.72    2123.00   147.48       0.1000E+08
2124.00     1.00       279.27     79697.97    2124.00   147.56       0.1000E+08
2125.00     1.00       279.26     79688.22    2125.00   147.64       0.1000E+08
2126.00     1.00       279.25     79678.47    2126.00   147.72       0.1000E+08
2127.00     1.00       279.25     79668.72    2127.00   147.80       0.1000E+08
2128.00     1.00       279.24     79658.97    2128.00   147.88       0.1000E+08
2129.00     1.00       279.23     79649.23    2129.00   147.96       0.1000E+08
2130.00     1.00       279.22     79639.48    2130.00   148.05       0.1000E+08
2131.00     1.00       279.21     79629.74    2131.00   148.13       0.1000E+08
2132.00     1.00       279.20     79620.00    2132.00   148.21       0.1000E+08
2133.00     1.00       279.19     79610.25    2133.00   148.29       0.1000E+08
2134.00     1.00       279.18     79600.51    2134.00   148.37       0.1000E+08
2135.00     1.00       279.17     79590.77    2135.00   148.45       0.1000E+08
2136.00     1.00       279.16     79581.03    2136.00   148.54       0.1000E+08
2137.00     1.00       279.15     79571.29    2137.00   148.62       0.1000E+08
2138.00     1.00       279.14     79561.55    2138.00   148.70       0.1000E+08
2139.00     1.00       279.13     79551.82    2139.00   148.78       0.1000E+08
2140.00     1.00       279.12     79542.08    2140.00   148.86       0.1000E+08
2141.00     1.00       279.11     79532.35    2141.00   148.95       0.1000E+08
2142.00     1.00       279.10     79522.61    2142.00   149.03       0.1000E+08
2143.00     1.00       279.09     79512.88    2143.00   149.11       0.1000E+08
2144.00     1.00       279.08     79503.14    2144.00   149.19       0.1000E+08
2145.00     1.00       279.07     79493.41    2145.00   149.28       0.1000E+08
2146.00     1.00       279.06     79483.68    2146.00   149.36       0.1000E+08
2147.00     1.00       279.05     79473.95    2147.00   149.44       0.1000E+08
2148.00     1.00       279.04     79464.22    2148.00   149.52       0.1000E+08
2149.00     1.00       279.03     79454.49    2149.00   149.61       0.1000E+08
2150.00     1.00       279.02     79444.76    2150.00   149.69       0.1000E+08
2151.00     1.00       279.01     79435.04    2151.00   149.77       0.1000E+08
2152.00     1.00       279.00     79425.31    2152.00   149.86       0.1000E+08
2153.00     1.00       278.99     79415.59    2153.00   149.94       0.1000E+08
2154.00     1.00       278.98     79405.86    2154.00   150.02       0.1000E+08
2155.00     1.00       278.97     79396.14    2155.00   150.10       0.1000E+08
2156.00     1.00       278.96     79386.41    2156.00   150.19       0.1000E+08
2157.00     1.00       278.95     79376.69    2157.00   150.27       0.1000E+08
2158.00     1.00       278.94     79366.97    2158.00   150.35       0.1000E+08
2159.00     1.00       278.93     79357.25    2159.00   150.44       0.1000E+08
2160.00     1.00       278.92     79347.53    2160.00   150.52       0.1000E+08
2161.00     1.00       278.91     79337.81    2161.00   150.60       0.1000E+08
2162.00     1.00       278.90     79328.10    2162.00   150.69       0.1000E+08
2163.00     1.00       278.89     79318.38    2163.00   150.77       0.1000E+08
2164.00     1.00       278.88     79308.66    2164.00   150.85       0.1000E+08
2165.00     1.00       278.87     79298.95    2165.00   150.94       0.1000E+08
2166.00     1.00       278.86     79289.23    2166.00   151.02       0.1000E+08
2167.00     1.00       278.85     79279.52    2167.00   151.10       0.1000E+08
2168.00     1.00       278.84     79269.81    2168.00   151.19       0.1000E+08
2169.00     1.00       278.84     79260.10    2169.00   151.27       0.1000E+08
2170.00     1.00       278.83     79250.39    2170.00   151.36       0.1000E+08
2171.00     1.00       278.82     79240.68    2171.00   151.44       0.1000E+08
2172.00     1.00       278.81     79230.97    2172.00   151.52       0.1000E+08
2173.00     1.00       278.80     79221.26    2173.00   151.61       0.1000E+08
2174.00     1.00       278.79     79211.55    2174.00   151.69       0.1000E+08
2175.00     1.00       278.78     79201.84    2175.00   151.77       0.1000E+08
2176.00     1.00       278.77     79192.14    2176.00   151.86       0.1000E+08
2177.00     1.00       278.76     79182.43    2177.00   151.94       0.1000E+08
2178.00     1.00       278.75     79172.73    2178.00   152.03       0.1000E+08
2179.00     1.00       278.74     79163.03    2179.00   152.11       0.1000E+08
2180.00     1.00       278.73     79153.32    2180.00   152.20       0.1000E+08
2181.00     1.00       278.72     79143.62    2181.00   152.28       0.1000E+08
2182.00     1.00       278.71     79133.92    2182.00   152.36       0.1000E+08
2183.00     1.00       278.70     79124.22    2183.00   152.45       0.1000E+08
2184.00     1.00       278.69     79114.52    2184.00   152.53       0.1000E+08
2185.00     1.00       278.68     79104.82    2185.00   152.62       0.1000E+08
2186.00     1.00       278.67     79095.13    2186.00   152.70       0.1000E+08
2187.00     1.00       278.66     79085.43    2187.00   152.79       0.1000E+08
2188.00     1.00       278.65     79075.73    2188.00   152.87       0.1000E+08
2189.00     1.00       278.64     79066.04    2189.00   152.96       0.1000E+08
2190.00     1.00       278.63     79056.35    2190.00   153.04       0.1000E+08
2191.00     1.00       278.62     79046.65    2191.00   153.13       0.1000E+08
2192.00     1.00       278.61     79036.96    2192.00   153.21       0.1000E+08
2193.00     1.00       278.60     79027.27    2193.00   153.30       0.1000E+08
2194.00     1.00       278.59     79017.58    2194.00   153.38       0.1000E+08
2195.00     1.00       278.58     79007.89    2195.00   153.47       0.1000E+08
2196.00     1.00       278.57     78998.20    2196.00   153.55       0.1000E+08
2197.00     1.00       278.56     78988.51    2197.00   153.64       0.1000E+08
2198.00     1.00       278.55     78978.83    2198.00   153.72       0.1000E+08
2199.00     1.00       278.54     78969.14    2199.00   153.81       0.1000E+08
2200.00     1.00       278.53     78959.45    2200.00   153.89       0.1000E+08
2201.00     1.00       278.52     78949.77    2201.00   153.98       0.1000E+08
2202.00     1.00       278.51     78940.09    2202.00   154.06       0.1000E+08
2203.00     1.00       278.50     78930.40    2203.00   154.15       0.1000E+08
2204.00     1.00       278.49     78920.72    2204.00   154.24       0.1000E+08
2205.00     1.00       278.48     78911.04    2205.00   154.32       0.1000E+08
2206.00     1.00       278.47     78901.36    2206.00   154.41       0.1000E+08
2207.00     1.00       278.46     78891.68    2207.00   154.49       0.1000E+08
2208.00     1.00       278.45     78882.00    2208.00   154.58       0.1000E+08
2209.00     1.00       278.44     78872.32    2209.00   154.66       0.1000E+08
2210.00     1.00       278.44     78862.65    2210.00   154.75       0.1000E+08
2211.00     1.00       278.43     78852.97    2211.00   154.84       0.1000E+08
2212.00     1.00       278.42     78843.30    2212.00   154.92       0.1000E+08
2213.00     1.00       278.41     78833.62    2213.00   155.01       0.1000E+08
2214.00     1.00       278.40     78823.95    2214.00   155.09       0.1000E+08
2215.00     1.00       278.39     78814.28    2215.00   155.18       0.1000E+08
2216.00     1.00       278.38     78804.60    2216.00   155.27       0.1000E+08
2217.00     1.00       278.37     78794.93    2217.00   155.35       0.1000E+08
2218.00     1.00       278.36     78785.26    2218.00   155.44       0.1000E+08
2219.00     1.00       278.35     78775.59    2219.00   155.53       0.1000E+08
2220.00     1.00       278.34     78765.92    2220.00   155.61       0.1000E+08
2221.00     1.00       278.33     78756.26    2221.00   155.70       0.1000E+08
2222.00     1.00       278.32     78746.59    2222.00   155.79       0.1000E+08
2223.00     1.00       278.31     78736.92    2223.00   155.87       0.1000E+08
2224.00     1.00       278.30     78727.26    2224.00   155.96       0.1000E+08
2225.00     1.00       278.29     78717.60    2225.00   156.05       0.1000E+08
2226.00     1.00       278.28     78707.93    2226.00   156.13       0.1000E+08
2227.00     1.00       278.27     78698.27    2227.00   156.22       0.1000E+08
2228.00     1.00       278.26     78688.61    2228.00   156.31       0.1000E+08
2229.00     1.00       278.25     78678.95    2229.00   156.39       0.1000E+08
2230.00     1.00       278.24     78669.29    2230.00   156.48       0.1000E+08
2231.00     1.00       278.23     78659.63    2231.00   156.57       0.1000E+08
2232.00     1.00       278.22     78649.97    2232.00   156.66       0.1000E+08
2233.00     1.00       278.21     78640.31    2233.00   156.74       0.1000E+08
2234.00     1.00       278.20     78630.66    2234.00   156.83       0.1000E+08
2235.00     1.00       278.19     78621.00    2235.00   156.92       0.1000E+08
2236.00     1.00       278.18     78611.34    2236.00   157.00       0.1000E+08
2237.00     1.00       278.17     78601.69    2237.00   157.09       0.1000E+08
2238.00     1.00       278.16     78592.04    2238.00   157.18       0.1000E+08
2239.00     1.00       278.15     78582.39    2239.00   157.27       0.1000E+08
2240.00     1.00       278.14     78572.73    2240.00   157.36       0.1000E+08
2241.00     1.00       278.13     78563.08    2241.00   157.44       0.1000E+08
2242.00     1.00       278.12     78553.43    2242.00   157.53       0.1000E+08
2243.00     1.00       278.11     78543.78    2243.00   157.62       0.1000E+08
2244.00     1.00       278.10     78534.14    2244.00   157.71       0.1000E+08
2245.00     1.00       278.09     78524.49    2245.00   157.79       0.1000E+08
2246.00     1.00       278.08     78514.84    2246.00   157.88       0.1000E+08
2247.00     1.00       278.07     78505.20    2247.00   157.97       0.1000E+08
2248.00     1.00       278.06     78495.55    2248.00   158.06       0.1000E+08
2249.00     1.00       278.05     78485.91    2249.00   158.15       0.1000E+08
2250.00     1.00       278.04     78476.27    2250.00   158.23       0.1000E+08
2251.00     1.00       278.04     78466.62    2251.00   158.32       0.1000E+08
2252.00     1.00       278.03     78456.98    2252.00   158.41       0.1000E+08
2253.00     1.00       278.02     78447.34    2253.00   158.50       0.1000E+08
2254.00     1.00       278.01     78437.70    2254.00   158.59       0.1000E+08
2255.00     1.00       278.00     78428.06    2255.00   158.68       0.1000E+08
2256.00     1.00       277.99     78418.43    2256.00   158.76       0.1000E+08
2257.00     1.00       277.98     78408.79    2257.00   158.85       0.1000E+08
2258.00     1.00       277.97     78399.15    2258.00   158.94       0.1000E+08
2259.00     1.00       277.96     78389.52    2259.00   159.03       0.1000E+08
2260.00     1.00       277.95     78379.88    2260.00   159.12       0.1000E+08
2261.00     1.00       277.94     78370.25    2261.00   159.21       0.1000E+08
2262.00     1.00       277.93     78360.62    2262.00   159.30       0.1000E+08
2263.00     1.00       277.92     78350.98    2263.00   159.39       0.1000E+08
2264.00     1.00       277.91     78341.35    2264.00   159.48       0.1000E+08
2265.00     1.00       277.90     78331.72    2265.00   159.56       0.1000E+08
2266.00     1.00       277.89     78322.09    2266.00   159.65       0.1000E+08
2267.00     1.00       277.88     78312.46    2267.00   159.74       0.1000E+08
2268.00     1.00       277.87     78302.84    2268.00   159.83       0.1000E+08
2269.00     1.00       277.86     78293.21    2269.00   159.92       0.1000E+08
2270.00     1.00       277.85     78283.58    2270.00   160.01       0.1000E+08
2271.00     1.00       277.84     78273.96    2271.00   160.10       0.1000E+08
2272.00     1.00       277.83     78264.33    2272.00   160.19       0.1000E+08
2273.00     1.00       277.82     78254.71    2273.00   160.28       0.1000E+08
2274.00     1.00       277.81     78245.09    2274.00   160.37       0.1000E+08
2275.00     1.00       277.80     78235.47    2275.00   160.46       0.1000E+08
2276.00     1.00       277.79     78225.84    2276.00   160.55       0.1000E+08
2277.00     1.00       277.78     78216.22    2277.00   160.64       0.1000E+08
2278.00     1.00       277.77     78206.60    2278.00   160.73       0.1000E+08
2279.00     1.00       277.76     78196.99    2279.00   160.82       0.1000E+08
2280.00     1.00       277.75     78187.37    2280.00   160.91       0.1000E+08
2281.00     1.00       277.74     78177.75    2281.00   161.00       0.1000E+08
2282.00     1.00       277.73     78168.14    2282.00   161.09       0.1000E+08
2283.00     1.00       277.72     78158.52    2283.00   161.18       0.1000E+08
2284.00     1.00       277.71     78148.91    2284.00   161.27       0.1000E+08
2285.00     1.00       277.70     78139.29    2285.00   161.36       0.1000E+08
2286.00     1.00       277.69     78129.68    2286.00   161.45       0.1000E+08
2287.00     1.00       277.68     78120.07    2287.00   161.54       0.1000E+08
2288.00     1.00       277.67     78110.46    2288.00   161.63       0.1000E+08
2289.00     1.00       277.66     78100.85    2289.00   161.72       0.1000E+08
2290.00     1.00       277.65     78091.24    2290.00   161.81       0.1000E+08
2291.00     1.00       277.64     78081.63    2291.00   161.90       0.1000E+08
2292.00     1.00       277.63     78072.02    2292.00   161.99       0.1000E+08
2293.00     1.00       277.63     78062.42    2293.00   162.08       0.1000E+08
2294.00     1.00       277.62     78052.81    2294.00   162.17       0.1000E+08
2295.00     1.00       277.61     78043.21    2295.00   162.26       0.1000E+08
2296.00     1.00       277.60     78033.60    2296.00   162.35       0.1000E+08
2297.00     1.00       277.59     78024.00    2297.00   162.45       0.1000E+08
2298.00     1.00       277.58     78014.40    2298.00   162.54       0.1000E+08
2299.00     1.00       277.57     78004.79    2299.00   162.63       0.1000E+08
2300.00     1.00       277.56     77995.19    2300.00   162.72       0.1000E+08
2301.00     1.00       277.55     77985.59    2301.00   162.81       0.1000E+08
2302.00     1.00       277.54     77975.99    2302.00   162.90       0.1000E+08
2303.00     1.00       277.53     77966.40    2303.00   162.99       0.1000E+08
2304.00     1.00       277.52     77956.80    2304.00   163.08       0.1000E+08
2305.00     1.00       277.51     77947.20    2305.00   163.17       0.1000E+08
2306.00     1.00       277.50     77937.61    2306.00   163.27       0.1000E+08
2307.00     1.00       277.49     77928.01    2307.00   163.36       0.1000E+08
2308.00     1.00       277.48     77918.42    2308.00   163.45       0.1000E+08
2309.00     1.00       277.47     77908.82    2309.00   163.54       0.1000E+08
2310.00     1.00       277.46     77899.23    2310.00   163.63       0.1000E+08
2311.00     1.00       277.45     77889.64    2311.00   163.72       0.1000E+08
2312.00     1.00       277.44     77880.05    2312.00   163.82       0.1000E+08
2313.00     1.00       277.43     77870.46    2313.00   163.91       0.1000E+08
2314.00     1.00       277.42     77860.87    2314.00   164.00       0.1000E+08
2315.00     1.00       277.41     77851.28    2315.00   164.09       0.1000E+08
2316.00     1.00       277.40     77841.70    2316.00   164.18       0.1000E+08
2317.00     1.00       277.39     77832.11    2317.00   164.28       0.1000E+08
2318.00     1.00       277.38     77822.52    2318.00   164.37       0.1000E+08
2319.00     1.00       277.37     77812.94    2319.00   164.46       0.1000E+08
2320.00     1.00       277.36     77803.36    2320.00   164.55       0.1000E+08
2321.00     1.00       277.35     77793.77    2321.00   164.65       0.1000E+08
2322.00     1.00       277.34     77784.19    2322.00   164.74       0.1000E+08
2323.00     1.00       277.33     77774.61    2323.00   164.83       0.1000E+08
2324.00     1.00       277.32     77765.03    2324.00   164.92       0.1000E+08
2325.00     1.00       277.31     77755.45    2325.00   165.02       0.1000E+08
2326.00     1.00       277.30     77745.87    2326.00   165.11       0.1000E+08
2327.00     1.00       277.29     77736.29    2327.00   165.20       0.1000E+08
2328.00     1.00       277.28     77726.72    2328.00   165.29       0.1000E+08
2329.00     1.00       277.27     77717.14    2329.00   165.39       0.1000E+08
2330.00     1.00       277.26     77707.56    2330.00   165.48       0.1000E+08
2331.00     1.00       277.25     77697.99    2331.00   165.57       0.1000E+08
2332.00     1.00       277.24     77688.42    2332.00   165.66       0.1000E+08
2333.00     1.00       277.23     77678.84    2333.00   165.76       0.1000E+08
2334.00     1.00       277.23     77669.27    2334.00   165.85       0.1000E+08
2335.00     1.00       277.22     77659.70    2335.00   165.94       0.1000E+08
2336.00     1.00       277.21     77650.13    2336.00   166.04       0.1000E+08
2337.00     1.00       277.20     77640.56    2337.00   166.13       0.1000E+08
2338.00     1.00       277.19     77630.99    2338.00   166.22       0.1000E+08
2339.00     1.00       277.18     77621.42    2339.00   166.32       0.1000E+08
2340.00     1.00       277.17     77611.86    2340.00   166.41       0.1000E+08
2341.00     1.00       277.16     77602.29    2341.00   166.50       0.1000E+08
2342.00     1.00       277.15     77592.72    2342.00   166.60       0.1000E+08
2343.00     1.00       277.14     77583.16    2343.00   166.69       0.1000E+08
2344.00     1.00       277.13     77573.60    2344.00   166.79       0.1000E+08
2345.00     1.00       277.12     77564.03    2345.00   166.88       0.1000E+08
2346.00     1.00       277.11     77554.47    2346.00   166.97       0.1000E+08
2347.00     1.00       277.10     77544.91    2347.00   167.07       0.1000E+08
2348.00     1.00       277.09     77535.35    2348.00   167.16       0.1000E+08
2349.00     1.00       277.08     77525.79    2349.00   167.26       0.1000E+08
2350.00     1.00       277.07     77516.23    2350.00   167.35       0.1000E+08
2351.00     1.00       277.06     77506.67    2351.00   167.44       0.1000E+08
2352.00     1.00       277.05     77497.12    2352.00   167.54       0.1000E+08
2353.00     1.00       277.04     77487.56    2353.00   167.63       0.1000E+08
2354.00     1.00       277.03     77478.01    2354.00   167.73       0.1000E+08
2355.00     1.00       277.02     77468.45    2355.00   167.82       0.1000E+08
2356.00     1.00       277.01     77458.90    2356.00   167.92       0.1000E+08
