Time(s)   w(m/s)         T(K)        p(Pa)       z(m)    RH(%)  Activated Drops, q
2589.00     1.00       274.74     75255.77    2589.00   191.43     0.1503E+11     0.010936
2590.00     1.00       274.73     75246.42    2590.00   191.54     0.1503E+11     0.010936
2591.00     1.00       274.72     75237.06    2591.00   191.66     0.1503E+11     0.010936
2592.00     1.00       274.71     75227.70    2592.00   191.77     0.1503E+11     0.010936
2593.00     1.00       274.70     75218.35    2593.00   191.88     0.1503E+11     0.010936
2594.00     1.00       274.69     75208.99    2594.00   191.99     0.1503E+11     0.010937
2595.00     1.00       274.68     75199.64    2595.00   192.10     0.1503E+11     0.010937
2596.00     1.00       274.67     75190.29    2596.00   192.21     0.1503E+11     0.010937
2597.00     1.00       274.66     75180.93    2597.00   192.32     0.1503E+11     0.010937
2598.00     1.00       274.65     75171.58    2598.00   192.44     0.1503E+11     0.010937
2599.00     1.00       274.64     75162.23    2599.00   192.55     0.1503E+11     0.010937
2600.00     1.00       274.63     75152.88    2600.00   192.66     0.1503E+11     0.010937
2601.00     1.00       274.62     75143.53    2601.00   192.77     0.1503E+11     0.010937
2602.00     1.00       274.61     75134.19    2602.00   192.88     0.1503E+11     0.010937
2603.00     1.00       274.60     75124.84    2603.00   192.99     0.1503E+11     0.010937
2604.00     1.00       274.59     75115.49    2604.00   193.11     0.1503E+11     0.010937
2605.00     1.00       274.58     75106.15    2605.00   193.22     0.1503E+11     0.010937
2606.00     1.00       274.57     75096.80    2606.00   193.33     0.1503E+11     0.010937
2607.00     1.00       274.56     75087.46    2607.00   193.44     0.1503E+11     0.010937
2608.00     1.00       274.55     75078.12    2608.00   193.56     0.1503E+11     0.010937
2609.00     1.00       274.54     75068.77    2609.00   193.67     0.1503E+11     0.010937
2610.00     1.00       274.53     75059.43    2610.00   193.78     0.1503E+11     0.010937
2611.00     1.00       274.52     75050.09    2611.00   193.89     0.1503E+11     0.010937
2612.00     1.00       274.51     75040.75    2612.00   194.01     0.1503E+11     0.010937
2613.00     1.00       274.50     75031.42    2613.00   194.12     0.1503E+11     0.010937
2614.00     1.00       274.49     75022.08    2614.00   194.23     0.1503E+11     0.010937
2615.00     1.00       274.48     75012.74    2615.00   194.34     0.1503E+11     0.010937
2616.00     1.00       274.47     75003.40    2616.00   194.46     0.1503E+11     0.010937
2617.00     1.00       274.46     74994.07    2617.00   194.57     0.1503E+11     0.010937
2618.00     1.00       274.45     74984.73    2618.00   194.68     0.1503E+11     0.010937
2619.00     1.00       274.44     74975.40    2619.00   194.80     0.1503E+11     0.010937
2620.00     1.00       274.43     74966.07    2620.00   194.91     0.1503E+11     0.010937
2621.00     1.00       274.42     74956.74    2621.00   195.02     0.1507E+11     0.010937
2622.00     1.00       274.41     74947.40    2622.00   195.14     0.1507E+11     0.010937
2623.00     1.00       274.41     74938.07    2623.00   195.25     0.1507E+11     0.010937
2624.00     1.00       274.40     74928.74    2624.00   195.36     0.1507E+11     0.010937
2625.00     1.00       274.39     74919.42    2625.00   195.48     0.1507E+11     0.010937
2626.00     1.00       274.38     74910.09    2626.00   195.59     0.1507E+11     0.010937
2627.00     1.00       274.37     74900.76    2627.00   195.71     0.1507E+11     0.010937
2628.00     1.00       274.36     74891.43    2628.00   195.82     0.1507E+11     0.010937
2629.00     1.00       274.35     74882.11    2629.00   195.93     0.1507E+11     0.010937
2630.00     1.00       274.34     74872.78    2630.00   196.05     0.1507E+11     0.010937
2631.00     1.00       274.33     74863.46    2631.00   196.16     0.1507E+11     0.010937
2632.00     1.00       274.32     74854.14    2632.00   196.28     0.1507E+11     0.010937
2633.00     1.00       274.31     74844.82    2633.00   196.39     0.1507E+11     0.010937
2634.00     1.00       274.30     74835.49    2634.00   196.50     0.1507E+11     0.010937
2635.00     1.00       274.29     74826.17    2635.00   196.62     0.1507E+11     0.010937
2636.00     1.00       274.28     74816.85    2636.00   196.73     0.1507E+11     0.010937
2637.00     1.00       274.27     74807.54    2637.00   196.85     0.1507E+11     0.010937
2638.00     1.00       274.26     74798.22    2638.00   196.96     0.1507E+11     0.010937
2639.00     1.00       274.25     74788.90    2639.00   197.08     0.1507E+11     0.010937
2640.00     1.00       274.24     74779.58    2640.00   197.19     0.1507E+11     0.010937
2641.00     1.00       274.23     74770.27    2641.00   197.31     0.1507E+11     0.010937
2642.00     1.00       274.22     74760.95    2642.00   197.42     0.1507E+11     0.010937
2643.00     1.00       274.21     74751.64    2643.00   197.54     0.1507E+11     0.010937
2644.00     1.00       274.20     74742.33    2644.00   197.65     0.1507E+11     0.010937
2645.00     1.00       274.19     74733.01    2645.00   197.77     0.1507E+11     0.010937
2646.00     1.00       274.18     74723.70    2646.00   197.88     0.1507E+11     0.010937
2647.00     1.00       274.17     74714.39    2647.00   198.00     0.1507E+11     0.010937
2648.00     1.00       274.16     74705.08    2648.00   198.11     0.1507E+11     0.010937
2649.00     1.00       274.15     74695.77    2649.00   198.23     0.1507E+11     0.010937
2650.00     1.00       274.14     74686.47    2650.00   198.34     0.1507E+11     0.010937
2651.00     1.00       274.13     74677.16    2651.00   198.46     0.1507E+11     0.010937
2652.00     1.00       274.12     74667.85    2652.00   198.58     0.1507E+11     0.010937
2653.00     1.00       274.11     74658.55    2653.00   198.69     0.1507E+11     0.010937
2654.00     1.00       274.10     74649.24    2654.00   198.81     0.1507E+11     0.010937
2655.00     1.00       274.09     74639.94    2655.00   198.92     0.1507E+11     0.010937
2656.00     1.00       274.08     74630.64    2656.00   199.04     0.1510E+11     0.010937
2657.00     1.00       274.07     74621.33    2657.00   199.16     0.1510E+11     0.010937
2658.00     1.00       274.06     74612.03    2658.00   199.27     0.1510E+11     0.010937
2659.00     1.00       274.05     74602.73    2659.00   199.39     0.1510E+11     0.010937
2660.00     1.00       274.04     74593.43    2660.00   199.50     0.1510E+11     0.010937
2661.00     1.00       274.03     74584.13    2661.00   199.62     0.1510E+11     0.010937
2662.00     1.00       274.02     74574.84    2662.00   199.74     0.1510E+11     0.010937
2663.00     1.00       274.01     74565.54    2663.00   199.85     0.1510E+11     0.010937
2664.00     1.00       274.01     74556.24    2664.00   199.97     0.1510E+11     0.010937
2665.00     1.00       274.00     74546.95    2665.00   200.09     0.1510E+11     0.010937
2666.00     1.00       273.99     74537.65    2666.00   200.20     0.1510E+11     0.010937
2667.00     1.00       273.98     74528.36    2667.00   200.32     0.1510E+11     0.010937
2668.00     1.00       273.97     74519.06    2668.00   200.44     0.1510E+11     0.010937
2669.00     1.00       273.96     74509.77    2669.00   200.55     0.1510E+11     0.010937
2670.00     1.00       273.95     74500.48    2670.00   200.67     0.1510E+11     0.010937
2671.00     1.00       273.94     74491.19    2671.00   200.79     0.1510E+11     0.010937
2672.00     1.00       273.93     74481.90    2672.00   200.91     0.1510E+11     0.010937
2673.00     1.00       273.92     74472.61    2673.00   201.02     0.1510E+11     0.010937
2674.00     1.00       273.91     74463.32    2674.00   201.14     0.1510E+11     0.010937
2675.00     1.00       273.90     74454.04    2675.00   201.26     0.1510E+11     0.010937
2676.00     1.00       273.89     74444.75    2676.00   201.38     0.1510E+11     0.010937
2677.00     1.00       273.88     74435.46    2677.00   201.49     0.1510E+11     0.010937
2678.00     1.00       273.87     74426.18    2678.00   201.61     0.1510E+11     0.010937
2679.00     1.00       273.86     74416.89    2679.00   201.73     0.1510E+11     0.010937
2680.00     1.00       273.85     74407.61    2680.00   201.85     0.1510E+11     0.010937
2681.00     1.00       273.84     74398.33    2681.00   201.97     0.1510E+11     0.010937
2682.00     1.00       273.83     74389.05    2682.00   202.08     0.1510E+11     0.010937
2683.00     1.00       273.82     74379.77    2683.00   202.20     0.1510E+11     0.010937
2684.00     1.00       273.81     74370.49    2684.00   202.32     0.1510E+11     0.010937
2685.00     1.00       273.80     74361.21    2685.00   202.44     0.1510E+11     0.010937
2686.00     1.00       273.79     74351.93    2686.00   202.56     0.1510E+11     0.010937
2687.00     1.00       273.78     74342.65    2687.00   202.68     0.1510E+11     0.010937
2688.00     1.00       273.77     74333.38    2688.00   202.79     0.1510E+11     0.010937
2689.00     1.00       273.76     74324.10    2689.00   202.91     0.1510E+11     0.010937
2690.00     1.00       273.75     74314.83    2690.00   203.03     0.1510E+11     0.010937
2691.00     1.00       273.74     74305.55    2691.00   203.15     0.1510E+11     0.010937
2692.00     1.00       273.73     74296.28    2692.00   203.27     0.1513E+11     0.010937
2693.00     1.00       273.72     74287.01    2693.00   203.39     0.1513E+11     0.010937
2694.00     1.00       273.71     74277.73    2694.00   203.51     0.1513E+11     0.010937
2695.00     1.00       273.70     74268.46    2695.00   203.63     0.1513E+11     0.010937
2696.00     1.00       273.69     74259.19    2696.00   203.75     0.1513E+11     0.010937
2697.00     1.00       273.68     74249.92    2697.00   203.86     0.1513E+11     0.010937
2698.00     1.00       273.67     74240.66    2698.00   203.98     0.1513E+11     0.010937
2699.00     1.00       273.66     74231.39    2699.00   204.10     0.1513E+11     0.010937
2700.00     1.00       273.65     74222.12    2700.00   204.22     0.1513E+11     0.010937
2701.00     1.00       273.64     74212.86    2701.00   204.34     0.1513E+11     0.010937
2702.00     1.00       273.63     74203.59    2702.00   204.46     0.1513E+11     0.010937
2703.00     1.00       273.62     74194.33    2703.00   204.58     0.1513E+11     0.010937
2704.00     1.00       273.61     74185.06    2704.00   204.70     0.1513E+11     0.010937
2705.00     1.00       273.60     74175.80    2705.00   204.82     0.1513E+11     0.010937
2706.00     1.00       273.60     74166.54    2706.00   204.94     0.1513E+11     0.010937
2707.00     1.00       273.59     74157.28    2707.00   205.06     0.1513E+11     0.010937
2708.00     1.00       273.58     74148.02    2708.00   205.18     0.1513E+11     0.010937
2709.00     1.00       273.57     74138.76    2709.00   205.30     0.1513E+11     0.010937
2710.00     1.00       273.56     74129.50    2710.00   205.42     0.1513E+11     0.010937
2711.00     1.00       273.55     74120.24    2711.00   205.54     0.1513E+11     0.010937
2712.00     1.00       273.54     74110.99    2712.00   205.66     0.1513E+11     0.010937
2713.00     1.00       273.53     74101.73    2713.00   205.78     0.1513E+11     0.010937
2714.00     1.00       273.52     74092.48    2714.00   205.90     0.1513E+11     0.010937
2715.00     1.00       273.51     74083.22    2715.00   206.02     0.1513E+11     0.010937
2716.00     1.00       273.50     74073.97    2716.00   206.15     0.1513E+11     0.010937
2717.00     1.00       273.49     74064.72    2717.00   206.27     0.1513E+11     0.010937
2718.00     1.00       273.48     74055.46    2718.00   206.39     0.1513E+11     0.010937
2719.00     1.00       273.47     74046.21    2719.00   206.51     0.1513E+11     0.010937
2720.00     1.00       273.46     74036.96    2720.00   206.63     0.1513E+11     0.010937
2721.00     1.00       273.45     74027.71    2721.00   206.75     0.1513E+11     0.010937
2722.00     1.00       273.44     74018.47    2722.00   206.87     0.1513E+11     0.010937
2723.00     1.00       273.43     74009.22    2723.00   206.99     0.1513E+11     0.010937
2724.00     1.00       273.42     73999.97    2724.00   207.11     0.1513E+11     0.010937
2725.00     1.00       273.41     73990.72    2725.00   207.24     0.1513E+11     0.010937
2726.00     1.00       273.40     73981.48    2726.00   207.36     0.1513E+11     0.010937
2727.00     1.00       273.39     73972.24    2727.00   207.48     0.1513E+11     0.010937
2728.00     1.00       273.38     73962.99    2728.00   207.60     0.1513E+11     0.010937
2729.00     1.00       273.37     73953.75    2729.00   207.72     0.1515E+11     0.010937
2730.00     1.00       273.36     73944.51    2730.00   207.85     0.1515E+11     0.010937
2731.00     1.00       273.35     73935.27    2731.00   207.97     0.1515E+11     0.010937
2732.00     1.00       273.34     73926.03    2732.00   208.09     0.1515E+11     0.010937
2733.00     1.00       273.33     73916.79    2733.00   208.21     0.1515E+11     0.010937
2734.00     1.00       273.32     73907.55    2734.00   208.33     0.1515E+11     0.010937
2735.00     1.00       273.31     73898.31    2735.00   208.46     0.1515E+11     0.010937
2736.00     1.00       273.30     73889.07    2736.00   208.58     0.1515E+11     0.010937
2737.00     1.00       273.29     73879.84    2737.00   208.70     0.1515E+11     0.010937
2738.00     1.00       273.28     73870.60    2738.00   208.82     0.1515E+11     0.010937
2739.00     1.00       273.27     73861.37    2739.00   208.95     0.1515E+11     0.010937
2740.00     1.00       273.26     73852.13    2740.00   209.07     0.1515E+11     0.010937
2741.00     1.00       273.25     73842.90    2741.00   209.19     0.1515E+11     0.010937
2742.00     1.00       273.24     73833.67    2742.00   209.31     0.1515E+11     0.010937
2743.00     1.00       273.23     73824.44    2743.00   209.44     0.1515E+11     0.010937
2744.00     1.00       273.22     73815.21    2744.00   209.56     0.1515E+11     0.010937
2745.00     1.00       273.21     73805.98    2745.00   209.68     0.1515E+11     0.010937
2746.00     1.00       273.20     73796.75    2746.00   209.81     0.1515E+11     0.010937
2747.00     1.00       273.20     73787.52    2747.00   209.93     0.1515E+11     0.010937
2748.00     1.00       273.19     73778.29    2748.00   210.05     0.1515E+11     0.010937
2749.00     1.00       273.18     73769.07    2749.00   210.18     0.1515E+11     0.010937
2750.00     1.00       273.17     73759.84    2750.00   210.30     0.1515E+11     0.010937
2751.00     1.00       273.16     73750.62    2751.00   210.42     0.1515E+11     0.010937
2752.00     1.00       273.15     73741.40    2752.00   210.55     0.1515E+11     0.010937
2753.00     1.00       273.14     73732.17    2753.00   210.67     0.1515E+11     0.010937
2754.00     1.00       273.13     73722.95    2754.00   210.80     0.1515E+11     0.010937
2755.00     1.00       273.12     73713.73    2755.00   210.92     0.1515E+11     0.010937
2756.00     1.00       273.11     73704.51    2756.00   211.04     0.1515E+11     0.010937
2757.00     1.00       273.10     73695.29    2757.00   211.17     0.1515E+11     0.010937
2758.00     1.00       273.09     73686.07    2758.00   211.29     0.1515E+11     0.010937
2759.00     1.00       273.08     73676.85    2759.00   211.42     0.1515E+11     0.010937
2760.00     1.00       273.07     73667.64    2760.00   211.54     0.1515E+11     0.010937
2761.00     1.00       273.06     73658.42    2761.00   211.67     0.1515E+11     0.010937
2762.00     1.00       273.05     73649.20    2762.00   211.79     0.1515E+11     0.010937
2763.00     1.00       273.04     73639.99    2763.00   211.92     0.1515E+11     0.010937
2764.00     1.00       273.03     73630.77    2764.00   212.04     0.1515E+11     0.010937
2765.00     1.00       273.02     73621.56    2765.00   212.17     0.1515E+11     0.010937
2766.00     1.00       273.01     73612.35    2766.00   212.29     0.1515E+11     0.010937
2767.00     1.00       273.00     73603.14    2767.00   212.41     0.1517E+11     0.010937
2768.00     1.00       272.99     73593.93    2768.00   212.54     0.1517E+11     0.010937
2769.00     1.00       272.98     73584.72    2769.00   212.67     0.1517E+11     0.010937
2770.00     1.00       272.97     73575.51    2770.00   212.79     0.1517E+11     0.010937
2771.00     1.00       272.96     73566.30    2771.00   212.92     0.1517E+11     0.010938
2772.00     1.00       272.95     73557.09    2772.00   213.04     0.1517E+11     0.010938
2773.00     1.00       272.94     73547.89    2773.00   213.17     0.1517E+11     0.010938
2774.00     1.00       272.93     73538.68    2774.00   213.29     0.1517E+11     0.010938
2775.00     1.00       272.92     73529.48    2775.00   213.42     0.1517E+11     0.010938
2776.00     1.00       272.91     73520.27    2776.00   213.54     0.1517E+11     0.010938
2777.00     1.00       272.90     73511.07    2777.00   213.67     0.1517E+11     0.010938
2778.00     1.00       272.89     73501.87    2778.00   213.80     0.1517E+11     0.010938
2779.00     1.00       272.88     73492.67    2779.00   213.92     0.1517E+11     0.010938
2780.00     1.00       272.87     73483.47    2780.00   214.05     0.1517E+11     0.010938
2781.00     1.00       272.86     73474.27    2781.00   214.17     0.1517E+11     0.010938
2782.00     1.00       272.85     73465.07    2782.00   214.30     0.1517E+11     0.010938
2783.00     1.00       272.84     73455.87    2783.00   214.43     0.1517E+11     0.010938
2784.00     1.00       272.83     73446.67    2784.00   214.55     0.1517E+11     0.010938
2785.00     1.00       272.82     73437.47    2785.00   214.68     0.1517E+11     0.010938
2786.00     1.00       272.81     73428.28    2786.00   214.81     0.1517E+11     0.010938
2787.00     1.00       272.80     73419.08    2787.00   214.93     0.1517E+11     0.010938
2788.00     1.00       272.80     73409.89    2788.00   215.06     0.1517E+11     0.010938
2789.00     1.00       272.79     73400.70    2789.00   215.19     0.1517E+11     0.010938
2790.00     1.00       272.78     73391.50    2790.00   215.31     0.1517E+11     0.010938
2791.00     1.00       272.77     73382.31    2791.00   215.44     0.1517E+11     0.010938
2792.00     1.00       272.76     73373.12    2792.00   215.57     0.1517E+11     0.010938
2793.00     1.00       272.75     73363.93    2793.00   215.69     0.1517E+11     0.010938
2794.00     1.00       272.74     73354.74    2794.00   215.82     0.1517E+11     0.010938
2795.00     1.00       272.73     73345.55    2795.00   215.95     0.1517E+11     0.010938
2796.00     1.00       272.72     73336.37    2796.00   216.08     0.1517E+11     0.010938
2797.00     1.00       272.71     73327.18    2797.00   216.20     0.1517E+11     0.010938
2798.00     1.00       272.70     73317.99    2798.00   216.33     0.1517E+11     0.010938
2799.00     1.00       272.69     73308.81    2799.00   216.46     0.1517E+11     0.010938
2800.00     1.00       272.68     73299.63    2800.00   216.59     0.1517E+11     0.010938
2801.00     1.00       272.67     73290.44    2801.00   216.72     0.1517E+11     0.010938
2802.00     1.00       272.66     73281.26    2802.00   216.84     0.1517E+11     0.010938
2803.00     1.00       272.65     73272.08    2803.00   216.97     0.1517E+11     0.010938
2804.00     1.00       272.64     73262.90    2804.00   217.10     0.1517E+11     0.010938
2805.00     1.00       272.63     73253.72    2805.00   217.23     0.1517E+11     0.010938
2806.00     1.00       272.62     73244.54    2806.00   217.36     0.1519E+11     0.010938
2807.00     1.00       272.61     73235.36    2807.00   217.49     0.1519E+11     0.010938
2808.00     1.00       272.60     73226.18    2808.00   217.61     0.1519E+11     0.010938
2809.00     1.00       272.59     73217.00    2809.00   217.74     0.1519E+11     0.010938
2810.00     1.00       272.58     73207.83    2810.00   217.87     0.1519E+11     0.010938
2811.00     1.00       272.57     73198.65    2811.00   218.00     0.1519E+11     0.010938
2812.00     1.00       272.56     73189.48    2812.00   218.13     0.1519E+11     0.010938
2813.00     1.00       272.55     73180.31    2813.00   218.26     0.1519E+11     0.010938
2814.00     1.00       272.54     73171.13    2814.00   218.39     0.1519E+11     0.010938
2815.00     1.00       272.53     73161.96    2815.00   218.52     0.1519E+11     0.010938
2816.00     1.00       272.52     73152.79    2816.00   218.64     0.1519E+11     0.010938
2817.00     1.00       272.51     73143.62    2817.00   218.77     0.1519E+11     0.010938
2818.00     1.00       272.50     73134.45    2818.00   218.90     0.1519E+11     0.010938
2819.00     1.00       272.49     73125.28    2819.00   219.03     0.1519E+11     0.010938
2820.00     1.00       272.48     73116.11    2820.00   219.16     0.1519E+11     0.010938
2821.00     1.00       272.47     73106.95    2821.00   219.29     0.1519E+11     0.010938
2822.00     1.00       272.46     73097.78    2822.00   219.42     0.1519E+11     0.010938
2823.00     1.00       272.45     73088.62    2823.00   219.55     0.1519E+11     0.010938
2824.00     1.00       272.44     73079.45    2824.00   219.68     0.1519E+11     0.010938
2825.00     1.00       272.43     73070.29    2825.00   219.81     0.1519E+11     0.010938
2826.00     1.00       272.42     73061.12    2826.00   219.94     0.1519E+11     0.010938
2827.00     1.00       272.41     73051.96    2827.00   220.07     0.1519E+11     0.010938
2828.00     1.00       272.40     73042.80    2828.00   220.20     0.1519E+11     0.010938
2829.00     1.00       272.40     73033.64    2829.00   220.33     0.1519E+11     0.010938
2830.00     1.00       272.39     73024.48    2830.00   220.46     0.1519E+11     0.010938
2831.00     1.00       272.38     73015.32    2831.00   220.59     0.1519E+11     0.010938
2832.00     1.00       272.37     73006.16    2832.00   220.72     0.1519E+11     0.010938
2833.00     1.00       272.36     72997.01    2833.00   220.85     0.1519E+11     0.010938
2834.00     1.00       272.35     72987.85    2834.00   220.99     0.1519E+11     0.010938
2835.00     1.00       272.34     72978.70    2835.00   221.12     0.1519E+11     0.010938
2836.00     1.00       272.33     72969.54    2836.00   221.25     0.1519E+11     0.010938
2837.00     1.00       272.32     72960.39    2837.00   221.38     0.1519E+11     0.010938
2838.00     1.00       272.31     72951.23    2838.00   221.51     0.1519E+11     0.010938
2839.00     1.00       272.30     72942.08    2839.00   221.64     0.1519E+11     0.010938
2840.00     1.00       272.29     72932.93    2840.00   221.77     0.1519E+11     0.010938
2841.00     1.00       272.28     72923.78    2841.00   221.90     0.1519E+11     0.010938
2842.00     1.00       272.27     72914.63    2842.00   222.04     0.1519E+11     0.010938
2843.00     1.00       272.26     72905.48    2843.00   222.17     0.1519E+11     0.010938
2844.00     1.00       272.25     72896.33    2844.00   222.30     0.1519E+11     0.010938
2845.00     1.00       272.24     72887.19    2845.00   222.43     0.1519E+11     0.010938
2846.00     1.00       272.23     72878.04    2846.00   222.56     0.1520E+11     0.010938
2847.00     1.00       272.22     72868.89    2847.00   222.69     0.1520E+11     0.010938
2848.00     1.00       272.21     72859.75    2848.00   222.83     0.1520E+11     0.010938
2849.00     1.00       272.20     72850.61    2849.00   222.96     0.1520E+11     0.010938
2850.00     1.00       272.19     72841.46    2850.00   223.09     0.1520E+11     0.010938
2851.00     1.00       272.18     72832.32    2851.00   223.22     0.1520E+11     0.010938
2852.00     1.00       272.17     72823.18    2852.00   223.36     0.1520E+11     0.010938
2853.00     1.00       272.16     72814.04    2853.00   223.49     0.1520E+11     0.010938
2854.00     1.00       272.15     72804.90    2854.00   223.62     0.1520E+11     0.010938
2855.00     1.00       272.14     72795.76    2855.00   223.75     0.1520E+11     0.010938
2856.00     1.00       272.13     72786.62    2856.00   223.89     0.1520E+11     0.010938
2857.00     1.00       272.12     72777.48    2857.00   224.02     0.1520E+11     0.010938
2858.00     1.00       272.11     72768.35    2858.00   224.15     0.1520E+11     0.010938
2859.00     1.00       272.10     72759.21    2859.00   224.28     0.1520E+11     0.010938
2860.00     1.00       272.09     72750.08    2860.00   224.42     0.1520E+11     0.010938
2861.00     1.00       272.08     72740.94    2861.00   224.55     0.1520E+11     0.010938
2862.00     1.00       272.07     72731.81    2862.00   224.68     0.1520E+11     0.010938
2863.00     1.00       272.06     72722.68    2863.00   224.82     0.1520E+11     0.010938
2864.00     1.00       272.05     72713.54    2864.00   224.95     0.1520E+11     0.010938
2865.00     1.00       272.04     72704.41    2865.00   225.08     0.1520E+11     0.010938
2866.00     1.00       272.03     72695.28    2866.00   225.22     0.1520E+11     0.010938
2867.00     1.00       272.02     72686.15    2867.00   225.35     0.1520E+11     0.010938
2868.00     1.00       272.01     72677.03    2868.00   225.49     0.1520E+11     0.010938
2869.00     1.00       272.00     72667.90    2869.00   225.62     0.1520E+11     0.010938
2870.00     1.00       271.99     72658.77    2870.00   225.75     0.1520E+11     0.010938
2871.00     1.00       271.99     72649.65    2871.00   225.89     0.1520E+11     0.010938
2872.00     1.00       271.98     72640.52    2872.00   226.02     0.1520E+11     0.010938
2873.00     1.00       271.97     72631.40    2873.00   226.16     0.1520E+11     0.010938
2874.00     1.00       271.96     72622.27    2874.00   226.29     0.1520E+11     0.010938
2875.00     1.00       271.95     72613.15    2875.00   226.43     0.1520E+11     0.010938
2876.00     1.00       271.94     72604.03    2876.00   226.56     0.1520E+11     0.010938
2877.00     1.00       271.93     72594.91    2877.00   226.69     0.1520E+11     0.010938
2878.00     1.00       271.92     72585.79    2878.00   226.83     0.1520E+11     0.010938
2879.00     1.00       271.91     72576.67    2879.00   226.96     0.1520E+11     0.010938
2880.00     1.00       271.90     72567.55    2880.00   227.10     0.1520E+11     0.010938
2881.00     1.00       271.89     72558.43    2881.00   227.23     0.1520E+11     0.010938
2882.00     1.00       271.88     72549.31    2882.00   227.37     0.1520E+11     0.010938
2883.00     1.00       271.87     72540.20    2883.00   227.50     0.1520E+11     0.010938
2884.00     1.00       271.86     72531.08    2884.00   227.64     0.1520E+11     0.010938
2885.00     1.00       271.85     72521.97    2885.00   227.78     0.1520E+11     0.010938
2886.00     1.00       271.84     72512.85    2886.00   227.91     0.1520E+11     0.010938
2887.00     1.00       271.83     72503.74    2887.00   228.05     0.1521E+11     0.010938
2888.00     1.00       271.82     72494.63    2888.00   228.18     0.1521E+11     0.010938
2889.00     1.00       271.81     72485.52    2889.00   228.32     0.1521E+11     0.010938
2890.00     1.00       271.80     72476.41    2890.00   228.45     0.1521E+11     0.010938
2891.00     1.00       271.79     72467.30    2891.00   228.59     0.1521E+11     0.010938
2892.00     1.00       271.78     72458.19    2892.00   228.73     0.1521E+11     0.010938
2893.00     1.00       271.77     72449.08    2893.00   228.86     0.1521E+11     0.010938
2894.00     1.00       271.76     72439.97    2894.00   229.00     0.1521E+11     0.010938
2895.00     1.00       271.75     72430.87    2895.00   229.13     0.1521E+11     0.010938
2896.00     1.00       271.74     72421.76    2896.00   229.27     0.1521E+11     0.010938
2897.00     1.00       271.73     72412.66    2897.00   229.41     0.1521E+11     0.010938
2898.00     1.00       271.72     72403.55    2898.00   229.54     0.1521E+11     0.010938
2899.00     1.00       271.71     72394.45    2899.00   229.68     0.1521E+11     0.010938
2900.00     1.00       271.70     72385.35    2900.00   229.82     0.1521E+11     0.010938
2901.00     1.00       271.69     72376.25    2901.00   229.95     0.1521E+11     0.010938
2902.00     1.00       271.68     72367.15    2902.00   230.09     0.1521E+11     0.010938
2903.00     1.00       271.67     72358.05    2903.00   230.23     0.1521E+11     0.010938
2904.00     1.00       271.66     72348.95    2904.00   230.37     0.1521E+11     0.010938
2905.00     1.00       271.65     72339.85    2905.00   230.50     0.1521E+11     0.010938
2906.00     1.00       271.64     72330.75    2906.00   230.64     0.1521E+11     0.010938
2907.00     1.00       271.63     72321.66    2907.00   230.78     0.1521E+11     0.010938
2908.00     1.00       271.62     72312.56    2908.00   230.92     0.1521E+11     0.010938
2909.00     1.00       271.61     72303.47    2909.00   231.05     0.1521E+11     0.010938
2910.00     1.00       271.60     72294.37    2910.00   231.19     0.1521E+11     0.010938
2911.00     1.00       271.59     72285.28    2911.00   231.33     0.1521E+11     0.010938
2912.00     1.00       271.59     72276.19    2912.00   231.47     0.1521E+11     0.010938
2913.00     1.00       271.58     72267.09    2913.00   231.60     0.1521E+11     0.010938
2914.00     1.00       271.57     72258.00    2914.00   231.74     0.1521E+11     0.010938
2915.00     1.00       271.56     72248.91    2915.00   231.88     0.1521E+11     0.010938
2916.00     1.00       271.55     72239.82    2916.00   232.02     0.1521E+11     0.010938
2917.00     1.00       271.54     72230.74    2917.00   232.16     0.1521E+11     0.010938
2918.00     1.00       271.53     72221.65    2918.00   232.30     0.1521E+11     0.010938
2919.00     1.00       271.52     72212.56    2919.00   232.43     0.1521E+11     0.010938
2920.00     1.00       271.51     72203.48    2920.00   232.57     0.1521E+11     0.010938
2921.00     1.00       271.50     72194.39    2921.00   232.71     0.1521E+11     0.010938
2922.00     1.00       271.49     72185.31    2922.00   232.85     0.1521E+11     0.010938
2923.00     1.00       271.48     72176.22    2923.00   232.99     0.1521E+11     0.010938
2924.00     1.00       271.47     72167.14    2924.00   233.13     0.1521E+11     0.010938
2925.00     1.00       271.46     72158.06    2925.00   233.27     0.1521E+11     0.010938
2926.00     1.00       271.45     72148.98    2926.00   233.41     0.1521E+11     0.010938
2927.00     1.00       271.44     72139.90    2927.00   233.55     0.1521E+11     0.010938
2928.00     1.00       271.43     72130.82    2928.00   233.69     0.1521E+11     0.010938
2929.00     1.00       271.42     72121.74    2929.00   233.83     0.1522E+11     0.010938
2930.00     1.00       271.41     72112.66    2930.00   233.96     0.1522E+11     0.010938
2931.00     1.00       271.40     72103.58    2931.00   234.10     0.1522E+11     0.010938
2932.00     1.00       271.39     72094.51    2932.00   234.24     0.1522E+11     0.010938
2933.00     1.00       271.38     72085.43    2933.00   234.38     0.1522E+11     0.010938
2934.00     1.00       271.37     72076.36    2934.00   234.52     0.1522E+11     0.010938
2935.00     1.00       271.36     72067.29    2935.00   234.66     0.1522E+11     0.010938
2936.00     1.00       271.35     72058.21    2936.00   234.80     0.1522E+11     0.010938
